wage,education,experience,ethnicity,smsa,south,age,nearcollege,nearcollege2,nearcollege4,enrolled,married,education66,smsa66,south66,feducation,meducation,fameducation,kww,iq,parents14,library14
290,10,9,0,1,1,25,1,no,public,no,yes,9,yes,yes,2,8,8,23,#N/A,both,no
240,12,6,0,1,1,24,1,no,public,no,yes,7,yes,yes,12,12,3,36,#N/A,step,yes
829,12,13,1,1,1,31,1,no,public,no,yes,12,yes,yes,9.93999958,10.25,9,30,#N/A,other,no
361,12,14,0,1,1,32,1,no,public,no,yes,9,yes,yes,12,12,3,42,99,both,yes
598,16,6,0,0,1,28,1,no,public,no,yes,12,yes,yes,11,12,6,46,138,both,yes
750,13,6,0,1,1,25,1,no,public,yes,yes,9,yes,yes,7,10,8,29,93,both,yes
385,16,3,1,1,1,25,1,no,public,no,no,10,yes,yes,12,11,5,28,88,both,no
620,16,6,1,1,1,28,1,no,public,no,yes,10,yes,yes,9.93999958,10,9,26,96,singlemom,yes
641,13,15,0,1,1,34,1,no,public,no,yes,13,yes,yes,14,12,2,45,106,both,yes
468,16,4,1,1,1,26,1,no,public,no,yes,11,yes,yes,12,9,5,33,90,both,no
385,13,5,1,1,1,24,1,no,public,yes,no,9,yes,yes,12,9,5,29,#N/A,both,no
462,12,7,1,1,1,25,1,no,public,no,yes,10,yes,yes,11,12,6,25,93,both,no
635,12,9,0,1,1,27,1,no,public,no,yes,11,yes,yes,14,10,5,32,92,both,yes
400,12,8,0,0,0,26,1,no,public,no,yes,10,yes,yes,14,10,5,22,101,both,yes
760,13,8,0,1,1,27,1,no,public,no,yes,10,yes,yes,12,10,5,27,100,both,yes
560,13,8,0,1,1,27,1,no,public,yes,yes,12,yes,yes,12,10,5,35,91,both,yes
1000,12,16,0,1,1,34,1,no,public,no,yes,12,yes,yes,3,10.25,9,48,95,both,yes
425,11,11,0,1,1,28,1,yes,public,no,yes,10,yes,yes,6,6,8,24,71,both,no
411,12,12,1,1,1,30,1,yes,public,no,yes,12,yes,yes,9.93999958,9,9,28,89,singlemom,no
179,11,8,0,1,1,25,1,yes,public,no,yes,8,yes,yes,9.93999958,3,9,12,67,singlemom,yes
375,18,8,0,1,1,32,1,yes,public,no,yes,16,yes,yes,14,12,2,44,96,both,no
1298,18,4,0,1,1,28,1,yes,public,no,no,13,yes,yes,16,12,2,45,127,both,yes
476,15,9,1,1,0,30,1,yes,public,no,yes,13,yes,yes,8,14,6,40,#N/A,both,yes
775,16,5,0,1,1,27,1,yes,public,no,no,11,yes,yes,8,8,8,43,114,both,yes
714,12,9,0,1,1,27,1,yes,public,yes,yes,11,yes,yes,10,10,7,37,112,both,yes
429,10,12,1,1,1,28,1,yes,public,no,no,10,yes,yes,9.93999958,9,9,34,57,singlemom,no
435,13,5,1,1,1,24,1,yes,public,no,no,8,yes,yes,10,11,7,26,#N/A,step,yes
875,13,7,0,1,1,26,1,yes,public,no,yes,10,yes,yes,9.93999958,7,9,30,102,singlemom,yes
424,14,13,1,1,1,33,1,yes,public,no,no,14,yes,yes,9.93999958,11,9,29,103,other,no
375,12,7,1,1,1,25,1,yes,public,no,no,9,yes,yes,9.93999958,11,9,34,#N/A,singlemom,no
489,12,7,1,1,1,25,1,yes,public,no,yes,9,yes,yes,9.93999958,10.25,9,23,#N/A,other,no
462,15,3,1,1,1,24,1,yes,public,no,yes,9,yes,yes,12,7,5,30,102,step,no
340,12,16,1,1,1,34,1,yes,public,no,yes,12,yes,yes,8,10.25,9,33,#N/A,both,no
581,12,12,0,1,1,30,1,yes,public,no,yes,12,yes,yes,9.93999958,12,4,45,#N/A,step,no
515,12,9,0,1,1,27,1,yes,public,no,yes,12,yes,yes,7,12,6,34,88,both,yes
1053,12,7,0,1,1,25,1,yes,public,no,yes,10,yes,yes,7,12,6,32,88,both,yes
475,12,12,1,1,1,30,1,yes,public,no,yes,12,yes,yes,10,11,7,26,#N/A,both,yes
1502,18,8,0,1,1,32,1,yes,public,no,yes,17,yes,yes,14,9,5,53,132,both,yes
962,15,12,0,1,0,33,1,yes,public,no,no,15,yes,yes,12,14,2,45,110,both,yes
230,15,9,1,1,1,30,1,yes,public,no,no,14,yes,yes,14,18,1,32,90,both,yes
750,18,5,1,1,1,29,1,yes,public,no,yes,14,yes,yes,14,18,1,28,96,both,yes
225,15,5,1,1,1,26,1,yes,public,no,yes,10,yes,yes,12,12,3,29,83,both,no
331,13,7,1,1,1,26,1,yes,public,no,yes,10,yes,yes,12,10.25,5,32,86,other,yes
397,11,9,1,1,1,26,1,yes,public,no,yes,8,yes,yes,9.93999958,10.25,9,28,#N/A,other,no
750,10,18,0,1,1,34,1,yes,public,no,yes,9,yes,yes,10,10.25,9,45,94,both,yes
450,12,7,0,1,1,25,1,yes,public,no,yes,9,yes,yes,8,12,6,20,86,both,yes
865,13,6,1,1,1,25,1,yes,public,no,yes,10,yes,yes,9,7,8,40,110,both,yes
535,8,10,0,1,1,24,1,yes,public,no,no,7,yes,yes,9,10,7,31,#N/A,both,yes
846,16,5,0,1,0,27,1,yes,public,no,yes,12,yes,yes,12,8,5,29,114,both,yes
759,16,4,0,1,0,26,1,yes,public,no,no,10,yes,yes,12,8,5,39,130,both,yes
600,16,2,0,1,1,24,1,yes,public,no,no,9,yes,yes,12,8,5,40,119,both,yes
1030,12,16,0,1,1,34,1,yes,public,no,yes,12,yes,yes,8,10.25,9,26,94,both,yes
876,14,12,0,1,1,32,1,yes,public,no,yes,12,yes,yes,10,8,8,52,125,both,yes
568,12,14,0,1,1,32,1,yes,public,no,yes,10,yes,yes,9.93999958,10.25,9,44,100,other,no
533,16,3,0,1,1,25,1,yes,public,no,no,10,yes,yes,14,14,1,27,108,both,yes
481,12,7,0,1,1,25,1,yes,public,no,yes,8,yes,yes,10,8,8,38,#N/A,step,yes
604,12,10,1,1,1,28,1,yes,public,yes,yes,11,yes,yes,9.93999958,11,9,39,83,singlemom,yes
657,12,9,0,1,1,27,1,yes,public,no,yes,12,yes,yes,12,12,3,32,86,step,yes
625,12,13,0,1,1,31,1,yes,public,no,yes,11,yes,yes,9.93999958,12,4,36,101,both,no
280,12,11,1,1,1,29,1,yes,public,no,yes,9,yes,yes,9.93999958,10,9,16,70,both,yes
500,10,12,0,1,1,28,1,yes,public,no,yes,10,yes,yes,8,7,8,27,75,both,no
535,12,8,0,1,1,26,1,yes,public,yes,yes,10,yes,yes,8,7,8,24,105,both,no
818,10,10,0,1,1,26,1,yes,public,no,yes,9,yes,yes,9.93999958,10.25,9,28,85,both,no
624,10,18,0,1,1,34,1,yes,public,no,yes,8,yes,yes,9.93999958,10.25,9,33,#N/A,both,no
604,10,12,0,1,1,28,1,yes,public,no,yes,10,yes,yes,9.93999958,9,9,36,89,singlemom,no
505,12,13,0,1,0,31,1,yes,public,no,yes,10,yes,yes,12,12,3,25,80,both,yes
750,12,12,0,1,0,30,1,yes,public,no,yes,12,yes,yes,12,12,3,20,72,both,no
721,12,14,0,1,0,32,1,yes,public,no,yes,12,yes,yes,11,8,8,43,#N/A,both,yes
674,18,8,0,1,0,32,1,yes,public,no,yes,17,yes,yes,12,12,3,56,115,both,yes
913,16,11,0,1,1,33,1,yes,public,no,yes,16,yes,yes,17,12,2,48,115,both,yes
879,17,7,1,1,1,30,1,yes,public,yes,yes,12,no,yes,18,18,1,40,102,both,yes
427,12,8,1,1,1,26,1,yes,public,yes,yes,10,yes,yes,8,13,6,27,#N/A,step,yes
792,8,10,1,1,1,24,1,yes,public,no,yes,6,yes,yes,12,12,3,29,#N/A,both,yes
327,14,9,1,1,1,29,1,yes,public,yes,no,13,yes,yes,10,10,7,44,99,both,yes
313,10,14,1,1,1,30,1,yes,public,no,no,10,yes,yes,9.93999958,10.25,9,39,#N/A,other,no
786,16,12,1,1,0,34,1,yes,public,no,yes,12,yes,yes,14,12,2,34,#N/A,both,yes
337,18,7,0,1,0,31,1,yes,public,no,yes,17,yes,yes,14,12,2,40,107,both,yes
385,10,14,1,1,1,30,1,yes,public,no,no,10,yes,yes,9.93999958,4,9,27,66,singlemom,yes
529,16,5,1,1,1,27,1,yes,public,no,no,12,yes,yes,8,8,8,47,108,both,yes
429,10,17,1,0,1,33,1,yes,public,no,yes,9,yes,yes,9.93999958,10.25,9,37,#N/A,other,no
984,12,9,0,0,0,27,1,yes,public,no,no,12,yes,yes,7,7,8,36,94,both,no
817,12,16,0,1,1,34,1,yes,public,no,no,12,yes,yes,3,8,8,27,93,both,no
745,14,12,1,1,1,32,1,yes,public,no,yes,13,yes,yes,7,8,8,#N/A,#N/A,both,no
345,10,8,1,1,1,24,1,yes,public,no,no,6,yes,yes,4,0,8,31,#N/A,both,yes
554,14,14,1,1,1,34,1,yes,public,yes,yes,14,yes,yes,9.93999958,12,4,43,#N/A,both,yes
263,13,5,1,1,1,24,1,yes,public,no,no,9,yes,yes,6,12,6,28,85,both,yes
745,18,8,1,1,1,32,1,yes,public,no,yes,14,yes,yes,16,16,1,40,99,both,no
673,17,6,1,1,1,29,1,yes,public,no,no,12,no,yes,13,13,1,42,#N/A,both,yes
721,17,9,1,1,1,32,1,yes,public,no,no,17,yes,yes,14,13,1,36,86,both,yes
438,13,11,1,1,1,30,1,yes,public,no,yes,12,yes,yes,9.93999958,11,9,34,#N/A,singlemom,yes
545,12,8,1,1,1,26,0,yes,none,no,yes,11,yes,yes,9.93999958,12,4,32,95,singlemom,yes
250,14,5,1,1,1,25,0,yes,none,no,no,9,yes,yes,9.93999958,12,4,#N/A,114,singlemom,yes
624,14,7,1,1,1,27,0,yes,none,no,no,11,yes,yes,9.93999958,11,9,#N/A,74,singlemom,yes
400,13,10,0,1,1,29,0,yes,none,no,no,12,yes,yes,8,10,8,36,#N/A,both,yes
577,16,7,0,1,1,29,0,yes,none,no,yes,13,yes,yes,16,16,1,46,128,both,yes
813,16,3,1,1,1,25,0,yes,none,no,no,10,yes,yes,18,18,1,37,111,both,yes
625,12,16,1,1,1,34,0,yes,none,no,no,12,yes,yes,12,11,5,38,101,both,yes
485,14,6,1,1,1,26,0,yes,none,no,no,11,yes,yes,12,11,5,43,111,both,yes
841,16,6,0,1,1,28,0,yes,none,no,no,13,yes,yes,10,12,6,42,92,both,yes
865,16,5,0,1,1,27,0,yes,none,no,yes,12,yes,yes,10,12,6,41,100,both,yes
325,16,4,0,1,1,26,0,yes,none,no,yes,11,yes,yes,14,12,2,48,123,both,yes
477,14,6,1,1,1,26,0,yes,none,no,yes,9,yes,yes,9,10,7,22,69,both,yes
250,16,3,1,1,1,25,0,yes,none,no,yes,9,yes,yes,9,10,7,30,79,both,yes
500,12,6,0,1,1,24,0,yes,none,no,no,9,yes,yes,10,9,7,30,#N/A,both,yes
515,13,6,0,1,1,25,0,no,none,yes,no,9,yes,yes,8,10,8,31,106,both,yes
256,18,4,0,1,1,28,0,no,none,no,no,12,yes,yes,9.93999958,5,9,27,106,singlemom,yes
718,13,5,0,1,1,24,0,no,none,no,no,9,yes,yes,9.93999958,5,9,40,115,singlemom,yes
796,18,6,0,1,0,30,0,no,none,no,yes,15,no,yes,17,13,1,42,#N/A,both,yes
750,12,7,0,1,1,25,0,no,none,no,yes,10,yes,yes,10,12,6,31,108,both,no
419,12,6,1,1,1,24,0,no,none,no,no,8,yes,yes,10,11,7,26,#N/A,both,no
431,12,8,1,1,1,26,0,no,none,no,yes,9,yes,yes,9.93999958,10.25,9,22,69,other,no
425,12,7,1,1,0,25,0,no,none,no,yes,9,yes,yes,9.93999958,10.25,9,27,86,both,no
220,12,13,1,1,1,31,0,no,none,no,no,12,yes,yes,10,11,7,29,76,both,yes
685,13,10,1,1,1,29,0,no,none,yes,yes,13,yes,yes,9,9,7,40,115,both,yes
500,15,13,0,1,1,34,0,no,none,no,yes,15,yes,yes,14,12,2,44,104,both,no
551,16,4,0,1,1,26,0,no,none,no,no,11,yes,yes,10,12,6,37,115,both,no
700,11,8,0,1,1,25,0,no,none,no,yes,9,yes,yes,12,12,3,26,93,both,no
707,12,14,0,1,1,32,1,no,public,no,yes,12,yes,yes,8,8,8,39,91,both,yes
523,17,5,0,1,1,28,1,yes,private,no,yes,13,yes,yes,18,14,1,38,125,both,yes
433,12,6,0,1,1,24,1,yes,private,no,yes,7,yes,yes,0,3,8,26,#N/A,both,no
462,14,5,0,1,1,25,1,yes,private,yes,yes,9,yes,yes,5,4,8,22,89,both,yes
397,12,6,0,1,1,24,1,yes,private,no,yes,7,yes,yes,5,4,8,16,#N/A,both,yes
400,15,5,0,1,1,26,1,yes,private,yes,yes,10,yes,yes,9,5,8,26,92,both,yes
872,18,4,0,1,0,28,1,yes,private,no,no,12,yes,yes,14,8,5,28,127,both,yes
378,12,8,0,1,1,26,1,yes,private,no,yes,9,yes,yes,7,10,8,38,80,both,yes
364,12,9,0,1,1,27,1,yes,private,no,yes,11,yes,yes,5,8,8,24,#N/A,both,yes
962,15,10,0,1,1,31,1,yes,private,no,yes,14,yes,yes,12,10,5,44,#N/A,both,yes
801,15,9,0,1,1,30,1,yes,private,no,no,13,yes,yes,12,15,2,36,112,both,yes
400,5,21,0,1,1,32,1,yes,private,no,yes,4,yes,yes,0,4,8,12,#N/A,both,no
540,13,10,1,1,1,29,1,yes,private,no,no,11,yes,yes,9.93999958,12,4,29,#N/A,other,no
450,10,14,0,1,1,30,1,yes,private,no,yes,10,yes,yes,9,9,7,35,90,both,no
438,15,6,1,1,1,27,1,yes,private,no,no,12,yes,yes,9.93999958,16,4,34,#N/A,singlemom,yes
360,12,8,1,1,1,26,1,yes,private,no,no,9,yes,yes,4,9,8,23,84,both,no
529,12,9,0,1,1,27,1,no,public,no,yes,11,yes,yes,12,12,3,30,#N/A,step,no
721,12,8,1,1,1,26,1,no,public,no,yes,11,yes,yes,9.93999958,10.25,9,43,120,singlemom,no
345,2,23,0,1,1,31,1,no,public,no,no,2,yes,yes,9.93999958,10,9,31,#N/A,singlemom,no
1052,11,10,0,1,0,27,1,no,public,no,yes,10,yes,yes,9.93999958,10.25,9,41,#N/A,both,yes
726,16,6,0,1,1,28,1,no,public,no,no,12,yes,yes,16,10.25,5,44,106,both,no
543,12,15,1,1,0,33,1,no,private,no,no,12,yes,yes,9.93999958,10.25,9,24,76,other,no
1202,16,11,0,1,0,33,1,no,private,no,yes,16,yes,yes,8,6,8,48,115,both,no
400,16,2,0,1,1,24,1,no,private,no,yes,8,yes,yes,9.93999958,12,4,33,#N/A,singlemom,no
375,9,17,1,1,1,32,1,no,private,no,yes,9,yes,yes,9.93999958,10.25,9,32,89,both,no
281,11,13,1,1,1,30,1,yes,private,no,yes,11,yes,yes,9.93999958,10.25,9,29,#N/A,other,no
127,12,6,1,1,1,24,1,yes,private,no,no,7,yes,yes,9.93999958,10,9,24,#N/A,singlemom,no
1393,12,14,1,1,0,32,1,yes,private,no,no,12,yes,yes,9.93999958,7,9,39,102,singlemom,yes
649,12,12,0,0,1,30,1,yes,private,no,yes,12,yes,yes,10,9,7,47,104,both,yes
420,16,9,0,1,1,31,1,yes,private,no,no,14,yes,yes,11,8,8,37,#N/A,both,no
455,16,5,0,1,1,27,1,yes,private,no,yes,12,yes,yes,11,8,8,40,122,both,no
661,12,7,1,1,1,25,1,yes,private,no,yes,9,yes,yes,9,6,8,23,107,both,no
380,12,6,0,0,1,24,1,no,private,no,yes,8,yes,yes,12,8,5,30,#N/A,both,no
315,10,18,1,1,1,34,1,no,private,no,no,9,yes,yes,9.93999958,10.25,9,26,#N/A,other,no
452,14,4,0,1,1,24,1,no,private,no,yes,9,yes,yes,9.93999958,10.25,9,41,#N/A,both,yes
625,12,10,0,1,1,28,1,no,private,no,yes,12,yes,yes,12,12,3,42,100,both,yes
601,14,4,0,1,1,24,1,no,private,yes,no,8,yes,yes,8,10.25,9,30,#N/A,both,yes
499,13,8,0,1,1,27,1,no,private,no,yes,11,yes,yes,7,12,6,32,100,both,yes
693,8,17,0,1,1,31,0,no,none,no,yes,8,yes,yes,8,10,8,24,#N/A,both,no
535,18,8,0,0,1,32,1,no,public,no,yes,14,no,yes,15,15,1,40,129,both,yes
465,7,13,0,1,0,26,1,no,public,no,yes,6,no,yes,1,8,8,24,#N/A,singlemom,no
400,12,6,0,0,1,24,1,no,public,no,yes,8,no,yes,9.93999958,9,9,32,#N/A,singlemom,yes
368,18,3,0,0,1,27,1,no,public,no,yes,12,no,yes,17,16,1,40,129,both,yes
700,8,11,0,0,1,25,1,no,public,no,yes,8,no,yes,4,5,8,22,#N/A,step,yes
962,16,9,0,1,0,31,1,no,public,no,yes,16,no,yes,16,12,2,39,112,both,no
365,6,12,0,0,1,24,1,no,public,no,yes,6,no,yes,9.93999958,8,9,13,#N/A,singlemom,yes
475,9,18,0,0,1,33,1,no,public,no,no,7,no,yes,7,3,8,35,#N/A,singlemom,no
200,12,6,0,0,1,24,1,no,public,no,yes,7,no,yes,7,3,8,15,#N/A,singlemom,no
600,9,9,1,1,0,24,1,no,public,no,yes,7,no,yes,9.93999958,10.25,9,23,#N/A,other,yes
505,12,9,1,1,0,27,1,no,public,no,no,11,no,yes,8,10.25,9,17,76,other,yes
577,16,9,1,1,1,31,1,no,public,no,yes,15,no,yes,12,12,3,36,82,both,yes
457,12,6,1,0,1,24,1,no,public,no,no,8,no,yes,6,12,6,20,#N/A,both,yes
750,12,16,0,1,1,34,1,no,public,no,no,12,no,yes,9.93999958,10.25,9,45,97,other,yes
577,11,15,0,0,1,32,1,no,public,no,yes,11,no,yes,2,11,8,38,98,both,yes
289,15,3,0,1,1,24,1,no,public,yes,no,9,yes,yes,17,16,1,34,124,both,yes
224,12,7,1,1,1,25,1,no,public,no,yes,8,yes,yes,15,9,5,31,#N/A,both,no
363,10,8,1,1,1,24,1,no,public,no,no,5,yes,yes,15,9,5,#N/A,#N/A,step,no
229,10,10,1,1,1,26,1,no,public,no,no,7,yes,yes,9.93999958,8,9,25,#N/A,singlemom,no
234,9,11,1,1,1,26,1,no,public,no,no,9,yes,yes,2,9,8,20,81,both,no
465,14,4,1,1,1,24,1,no,public,no,yes,5,yes,yes,9.93999958,7,9,#N/A,#N/A,both,no
2083,16,5,0,1,1,27,1,no,public,no,no,11,yes,yes,9.93999958,10.25,9,34,60,singlemom,yes
427,15,10,1,1,1,31,1,no,public,yes,yes,14,yes,yes,12,12,3,44,#N/A,both,yes
678,12,15,0,1,1,33,1,no,public,yes,no,12,yes,yes,8,9,8,44,100,both,yes
313,13,8,0,0,1,27,1,no,public,yes,no,10,no,yes,18,16,1,30,84,both,yes
601,18,4,0,1,1,28,1,no,public,no,yes,12,yes,yes,7,12,6,45,132,both,no
500,10,17,0,1,1,33,1,no,public,no,yes,10,yes,yes,6,12,6,35,96,both,no
375,12,10,0,1,1,28,1,no,public,no,no,12,yes,yes,6,12,6,35,100,both,no
550,12,16,1,1,1,34,1,no,public,no,yes,12,yes,yes,2,6,8,30,109,both,no
702,17,5,1,1,0,28,1,no,private,yes,yes,12,no,yes,9.93999958,12,4,41,#N/A,singlemom,yes
625,16,11,1,1,1,33,1,no,private,no,yes,15,yes,yes,9.93999958,14,4,34,84,singlemom,yes
423,14,14,1,1,1,34,1,no,private,no,yes,11,yes,yes,9.93999958,6,9,31,90,singlemom,no
355,11,11,1,1,1,28,1,no,private,no,yes,11,yes,yes,9.93999958,8,9,28,#N/A,singlemom,no
519,12,8,0,1,1,26,1,no,private,no,no,10,yes,yes,9,12,6,30,98,both,yes
359,14,4,0,1,1,24,1,no,private,no,yes,9,yes,yes,9,12,6,40,120,both,yes
349,11,10,1,1,1,27,1,no,private,no,yes,9,yes,yes,9.93999958,7,9,26,63,singlemom,no
293,12,13,1,1,1,31,1,no,private,no,yes,12,yes,yes,6,5,8,29,#N/A,both,no
443,18,4,1,1,1,28,1,no,private,no,yes,11,yes,yes,9.93999958,5,9,40,100,singlemom,yes
270,6,22,1,1,1,34,1,no,private,no,yes,6,yes,yes,6,6,8,20,#N/A,both,no
385,14,8,0,1,1,28,1,no,private,no,yes,12,no,yes,16,13,1,36,110,both,yes
438,12,9,0,1,1,27,1,no,private,no,yes,10,yes,yes,9.93999958,12,4,43,83,both,no
417,11,13,0,1,1,30,1,no,private,no,yes,11,yes,yes,9.93999958,10.25,9,38,88,other,yes
481,11,14,0,1,1,31,1,no,private,no,yes,11,yes,yes,6,10.25,9,41,98,other,no
596,16,8,0,1,1,30,1,no,private,yes,yes,15,no,yes,16,12,2,49,113,both,yes
600,12,10,1,1,1,28,1,no,private,no,yes,11,yes,yes,3,8,8,22,103,both,no
250,14,7,1,1,1,27,1,no,private,no,no,10,yes,yes,9.93999958,9,9,19,#N/A,singlemom,no
531,12,13,1,1,1,31,1,no,private,no,yes,12,yes,yes,6,10,8,18,97,singlemom,no
591,12,8,1,1,1,26,1,no,private,no,yes,9,yes,yes,6,10,8,17,#N/A,both,no
503,12,15,1,1,0,33,1,no,private,no,yes,12,yes,yes,9.93999958,10.25,9,32,76,both,no
475,11,8,1,1,0,25,1,no,private,no,yes,7,yes,yes,9.93999958,9,9,27,#N/A,singlemom,no
1374,16,9,0,1,1,31,1,yes,public,no,no,15,yes,yes,12,12,3,44,126,both,yes
325,17,1,0,1,0,24,1,yes,public,yes,no,8,yes,yes,17,12,2,49,#N/A,both,yes
577,14,5,0,1,1,25,1,yes,public,yes,yes,9,yes,yes,6,12,6,#N/A,108,both,no
702,12,7,0,1,0,25,1,yes,public,no,yes,9,yes,yes,9.93999958,11,9,44,127,other,yes
444,16,3,0,1,1,25,1,yes,public,no,no,10,yes,yes,16,14,1,32,112,both,yes
560,13,8,1,1,1,27,1,yes,public,no,no,12,yes,yes,12,12,3,29,99,both,yes
962,13,13,0,1,1,32,1,yes,public,no,yes,13,yes,yes,8,8,8,39,94,both,yes
310,12,8,0,1,1,26,1,yes,public,no,no,9,yes,yes,9.93999958,7,9,28,#N/A,singlemom,yes
1269,17,10,0,1,1,33,1,yes,public,yes,yes,15,yes,yes,16,16,1,48,127,both,yes
500,16,6,0,1,0,28,1,yes,public,no,no,12,yes,yes,16,16,1,48,97,both,yes
583,16,8,0,1,0,30,1,yes,public,yes,no,14,no,yes,16,16,1,52,114,both,yes
112,17,2,0,1,0,25,1,yes,public,yes,no,10,yes,yes,16,16,1,33,116,both,yes
673,14,13,0,1,0,33,1,yes,public,no,yes,13,yes,yes,13,12,2,45,125,both,yes
1923,17,6,0,1,1,29,1,yes,public,yes,yes,13,yes,yes,14,12,2,43,104,both,yes
400,14,4,1,1,1,24,1,yes,public,no,no,8,yes,yes,12,12,3,27,#N/A,both,yes
460,12,7,1,1,1,25,1,yes,public,no,yes,10,yes,yes,12,12,3,27,99,both,yes
245,12,12,1,1,1,30,1,yes,public,no,no,12,yes,yes,9.93999958,12,4,#N/A,#N/A,step,no
315,16,5,1,1,1,27,1,yes,public,no,yes,11,yes,yes,12,12,3,44,127,both,no
641,14,6,0,1,1,26,1,yes,public,no,yes,11,yes,yes,8,10,8,37,103,both,yes
750,12,7,0,1,1,25,1,yes,public,no,yes,9,yes,yes,8,10,8,23,98,both,yes
308,17,2,0,1,0,25,1,yes,public,yes,yes,8,yes,yes,18,18,1,35,#N/A,both,yes
350,17,6,0,1,0,29,1,yes,public,yes,yes,14,yes,yes,18,16,1,42,137,both,yes
462,18,3,0,1,0,27,1,yes,public,no,no,11,yes,yes,18,16,1,32,137,both,yes
1154,15,13,0,1,0,34,1,yes,public,no,yes,13,yes,yes,12,12,3,51,103,both,no
1748,16,12,0,1,1,34,1,yes,public,no,yes,16,yes,yes,12,12,3,44,111,both,yes
769,17,10,0,1,0,33,1,yes,public,no,yes,16,yes,yes,15,12,2,51,115,both,yes
730,15,8,0,1,0,29,1,no,public,no,yes,14,no,yes,12,11,5,42,109,both,yes
736,18,6,0,0,1,30,1,no,public,no,yes,15,no,yes,13,17,1,49,107,both,yes
500,16,3,0,0,1,25,1,no,public,no,yes,10,no,yes,14,13,1,34,128,step,yes
365,16,2,0,0,1,24,1,no,public,no,no,9,no,yes,12,12,3,36,123,step,yes
333,13,5,0,1,1,24,1,no,public,yes,yes,9,no,yes,3,3,8,25,91,both,yes
721,12,15,0,0,1,33,1,no,public,no,yes,12,no,yes,4,8,8,40,#N/A,both,no
375,12,9,0,0,1,27,1,no,public,no,yes,11,no,yes,3,3,8,21,89,both,yes
250,12,8,0,0,1,26,1,no,public,no,yes,7,no,yes,9,5,8,31,#N/A,both,no
361,17,7,0,0,1,30,1,no,public,yes,yes,13,no,yes,4,8,8,34,87,both,yes
283,7,19,0,0,1,32,0,no,none,no,yes,7,no,yes,9.93999958,4,9,28,#N/A,both,no
415,12,16,0,0,1,34,0,no,none,no,yes,12,no,yes,9.93999958,18,4,37,#N/A,singlemom,no
522,16,5,0,0,1,27,0,no,none,yes,yes,11,no,yes,8,11,8,38,101,both,yes
706,12,15,0,0,1,33,0,no,none,no,yes,12,no,yes,11,11,7,33,90,both,yes
409,16,4,0,0,1,26,0,no,none,yes,yes,11,no,yes,10,11,7,41,104,both,yes
416,12,6,0,0,1,24,0,no,none,no,yes,9,no,yes,7,12,6,39,105,both,yes
786,12,12,0,1,0,30,0,no,none,no,no,12,no,yes,9.93999958,8,9,27,100,both,yes
577,16,5,0,0,1,27,0,no,none,no,yes,12,yes,yes,12,16,2,40,111,both,yes
478,16,2,0,0,1,24,0,no,none,no,yes,8,no,yes,16,12,2,39,95,both,yes
625,17,4,0,1,1,27,0,no,none,no,no,12,yes,yes,13,16,1,44,125,both,yes
505,17,1,0,0,1,24,0,no,none,no,no,9,no,yes,12,16,2,35,95,both,yes
287,12,14,0,0,1,32,0,no,none,no,yes,12,no,yes,1,8,8,37,#N/A,both,yes
500,12,6,0,1,1,24,0,no,none,no,yes,9,no,yes,6,8,8,24,#N/A,both,yes
500,8,13,0,1,1,27,0,no,none,no,no,8,no,yes,7,8,8,34,#N/A,both,no
350,12,9,0,0,1,27,0,no,none,no,yes,12,no,yes,7,12,6,22,#N/A,both,yes
462,13,5,0,0,1,24,0,no,none,no,yes,9,no,yes,12,11,5,34,#N/A,both,no
548,13,11,1,0,1,30,0,no,none,no,no,12,no,yes,6,1,8,29,#N/A,both,no
255,12,10,1,0,1,28,0,no,none,no,yes,12,no,yes,6,3,8,32,#N/A,both,no
524,13,5,1,1,1,24,0,no,none,no,no,10,no,yes,4,1,8,26,#N/A,both,no
292,12,15,1,0,1,33,0,no,none,no,yes,12,no,yes,5,9,8,29,#N/A,both,no
375,14,8,0,1,1,28,0,no,none,no,yes,10,no,yes,7,7,8,24,#N/A,both,no
529,18,8,0,1,1,32,0,no,none,no,no,14,yes,yes,7,11,8,38,#N/A,both,yes
909,16,3,0,0,1,25,0,no,none,no,no,10,no,yes,10,12,6,20,124,both,no
353,9,13,0,1,1,28,0,no,none,no,yes,8,yes,yes,9.93999958,7,9,30,#N/A,singlemom,no
1155,14,8,0,1,1,28,0,no,none,no,yes,12,yes,yes,12,12,3,41,107,both,yes
250,8,20,0,1,1,34,0,no,none,no,no,8,yes,yes,9.93999958,10.25,9,22,#N/A,both,no
781,13,9,0,1,1,28,0,no,none,yes,yes,13,yes,yes,12,12,3,35,107,both,yes
416,13,12,0,1,1,31,0,no,none,no,no,12,yes,yes,16,12,2,45,110,both,yes
364,13,10,1,0,1,29,1,no,public,yes,yes,12,no,yes,7,11,8,30,80,both,no
375,13,8,1,1,1,27,1,no,public,yes,yes,11,no,yes,9.93999958,11,9,27,91,step,no
375,15,3,1,0,1,24,1,no,public,yes,yes,8,no,yes,7,11,8,29,#N/A,singlemom,no
358,16,6,1,0,1,28,1,no,public,yes,yes,10,no,yes,9.93999958,5,9,26,96,singlemom,#N/A
300,7,18,1,0,1,31,1,no,public,no,no,5,no,yes,9.93999958,2,9,16,#N/A,singlemom,no
